SAMPLE	PLATE	COLUMN	ROW	GROUP	CODE	ANCESTRY	SEX	FAMILY_ID	RELATIONSHIP	FLOWCELLS	OUTPUT	READ_N50	NOTES	HAS_SR	base_sample_id	T2T_cram	T2T_crai	T2T_mean_cov	T2T_median_cov	T2T_xy_ratio	T2T_avg_read_identity	T2T_median_read_identity	T2T_N50	T2T_readmass	base_sample_id	GRCh38_cram	GRCh38_crai	GRCh38_mean_cov	GRCh38_median_cov	GRCh38_xy_ratio	GRCh38_avg_read_identity	GRCh38_median_read_identity	GRCh38_N50	GRCh38_readmass
HG03778	P01	11	G	ITU	ITU	Indian Telugu in the U.K. [ITU]	Male		proband	PAI57199	53,8	17.314		X	HG03778	/groups/bi-marvl/samples/alignments/T2T/HG03778/alignments/HG03778.cram	/groups/bi-marvl/samples/alignments/T2T/HG03778/alignments/HG03778.cram.crai	16.78	17	3	93.3	96.1	17229	55647029674	HG03778	/groups/bi-marvl/samples/alignments/GRCh38/HG03778/alignments/HG03778.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03778/alignments/HG03778.cram.crai	16.94	17	2	92.6	95.9	17170	55893541507
HG03780	P07	1	H	ITU	ITU	Indian Telugu in the U.K. [ITU]	Female		proband	PAH91476	38,4	22.64		X	HG03780	/groups/bi-marvl/samples/alignments/T2T/HG03780/alignments/HG03780.cram	/groups/bi-marvl/samples/alignments/T2T/HG03780/alignments/HG03780.cram.crai	11.93	12	44	92.6	95.9	22370	39875623258	HG03780	/groups/bi-marvl/samples/alignments/GRCh38/HG03780/alignments/HG03780.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03780/alignments/HG03780.cram.crai	12.03	12	11	91.9	95.7	22325	40014566167
HG03781	P07	2	A	ITU	ITU	Indian Telugu in the U.K. [ITU]	Female		proband	PAI07317	60,5	22.177		X	HG03781	/groups/bi-marvl/samples/alignments/T2T/HG03781/alignments/HG03781.cram	/groups/bi-marvl/samples/alignments/T2T/HG03781/alignments/HG03781.cram.crai	18.76	19	42	92.7	95.9	21907	61738837704	HG03781	/groups/bi-marvl/samples/alignments/GRCh38/HG03781/alignments/HG03781.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03781/alignments/HG03781.cram.crai	18.92	19	11	91.9	95.7	21859	61985897752
HG03784	P07	2	B	ITU	ITU	Indian Telugu in the U.K. [ITU]	Female		proband	PAI07294	83,5	17.306		X	HG03784	/groups/bi-marvl/samples/alignments/T2T/HG03784/alignments/HG03784.cram	/groups/bi-marvl/samples/alignments/T2T/HG03784/alignments/HG03784.cram.crai	25.98	26	43	92.8	95.6	17131	84408561329	HG03784	/groups/bi-marvl/samples/alignments/GRCh38/HG03784/alignments/HG03784.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03784/alignments/HG03784.cram.crai	26.23	26	12	92	95.4	17084	84796325724
HG03786	P07	2	C	ITU	ITU	Indian Telugu in the U.K. [ITU]	Male		proband	PAK09018	67,2	21.521		X	HG03786	/groups/bi-marvl/samples/alignments/T2T/HG03786/alignments/HG03786.cram	/groups/bi-marvl/samples/alignments/T2T/HG03786/alignments/HG03786.cram.crai	20.96	21	0	92.3	95.3	21273	69353690142	HG03786	/groups/bi-marvl/samples/alignments/GRCh38/HG03786/alignments/HG03786.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03786/alignments/HG03786.cram.crai	21.16	21	0	91.4	95	21180	69735595663
HG03792	P07	2	D	ITU	ITU	Indian Telugu in the U.K. [ITU]	Male		proband	PAI07457	68,6	19.577		X	HG03792	/groups/bi-marvl/samples/alignments/T2T/HG03792/alignments/HG03792.cram	/groups/bi-marvl/samples/alignments/T2T/HG03792/alignments/HG03792.cram.crai	21.28	21	1	93.2	96.1	19328	70667403711	HG03792	/groups/bi-marvl/samples/alignments/GRCh38/HG03792/alignments/HG03792.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03792/alignments/HG03792.cram.crai	21.47	21	0	92.4	95.9	19263	70970044254
HG03793	P01	11	H	BEB	BEB	Bengali in Bangladesh [BEB]	Female	BD15	mother	PAK08843	43,7	12.866		X	HG03793	/groups/bi-marvl/samples/alignments/T2T/HG03793/alignments/HG03793.cram	/groups/bi-marvl/samples/alignments/T2T/HG03793/alignments/HG03793.cram.crai	13.54	14	44	93.8	96.5	12765	45419256942	HG03793	/groups/bi-marvl/samples/alignments/GRCh38/HG03793/alignments/HG03793.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03793/alignments/HG03793.cram.crai	13.66	14	13	93.3	96.4	12723	45539416990
HG03794	P03	7	A	BEB	BEB	Bengali in Bangladesh [BEB]	Male	BD15	father	PAH91208 PAK13480	75,3	25.451		X	HG03794	/groups/bi-marvl/samples/alignments/T2T/HG03794/alignments/HG03794.cram	/groups/bi-marvl/samples/alignments/T2T/HG03794/alignments/HG03794.cram.crai	23.16	23	1	91.9	95.4	24991	78158019379	HG03794	/groups/bi-marvl/samples/alignments/GRCh38/HG03794/alignments/HG03794.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03794/alignments/HG03794.cram.crai	23.4	23	1	90.9	95.1	24867	78698473736
HG03797	P01	12	A	BEB	BEB	Bengali in Bangladesh [BEB]	Male	BD16	father	PAI74450	53,2	20.891		X	HG03797	/groups/bi-marvl/samples/alignments/T2T/HG03797/alignments/HG03797.cram	/groups/bi-marvl/samples/alignments/T2T/HG03797/alignments/HG03797.cram.crai	16.67	17	1	92.5	95.7	20634	55634735251	HG03797	/groups/bi-marvl/samples/alignments/GRCh38/HG03797/alignments/HG03797.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03797/alignments/HG03797.cram.crai	16.79	17	1	91.7	95.4	20567	55861535330
HG03800	P03	7	B	BEB	BEB	Bengali in Bangladesh [BEB]	Male	BD17	father	PAH91504	67,8	17.541		X	HG03800	/groups/bi-marvl/samples/alignments/T2T/HG03800/alignments/HG03800.cram	/groups/bi-marvl/samples/alignments/T2T/HG03800/alignments/HG03800.cram.crai	20.73	21	1	92.2	95.2	17410	68040948482	HG03800	/groups/bi-marvl/samples/alignments/GRCh38/HG03800/alignments/HG03800.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03800/alignments/HG03800.cram.crai	20.9	21	1	91.4	95	17378	68246603167
HG03802	P03	7	C	BEB	BEB	Bengali in Bangladesh [BEB]	Female	BD18	mother	PAK08040 PAM61456	75,0	20.039		X	HG03802	/groups/bi-marvl/samples/alignments/T2T/HG03802/alignments/HG03802.cram	/groups/bi-marvl/samples/alignments/T2T/HG03802/alignments/HG03802.cram.crai	23.23	23	42	92.2	95.5	19596	77573789156	HG03802	/groups/bi-marvl/samples/alignments/GRCh38/HG03802/alignments/HG03802.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03802/alignments/HG03802.cram.crai	23.47	23	11	91.4	95.2	19522	78017290376
HG03803	P03	7	D	BEB	BEB	Bengali in Bangladesh [BEB]	Male	BD18	father	PAK08310	27,1	21.688		X	HG03803	/groups/bi-marvl/samples/alignments/T2T/HG03803/alignments/HG03803.cram	/groups/bi-marvl/samples/alignments/T2T/HG03803/alignments/HG03803.cram.crai	8.38	8	1	91.6	95.2	21279	28116110374	HG03803	/groups/bi-marvl/samples/alignments/GRCh38/HG03803/alignments/HG03803.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03803/alignments/HG03803.cram.crai	8.49	8	1	90.6	94.9	21183	28370603294
HG03804	P03	7	E	BEB	BEB	Bengali in Bangladesh [BEB]	Female	BD18	child	PAI96753	56,3	16.819		X	HG03804	/groups/bi-marvl/samples/alignments/T2T/HG03804/alignments/HG03804.cram	/groups/bi-marvl/samples/alignments/T2T/HG03804/alignments/HG03804.cram.crai	17.35	17	1	93.1	96	16626	56703801701	HG03804	/groups/bi-marvl/samples/alignments/GRCh38/HG03804/alignments/HG03804.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03804/alignments/HG03804.cram.crai	17.49	17	1	92.3	95.7	16595	56880121295
HG03805	P03	7	F	BEB	BEB	Bengali in Bangladesh [BEB]	Female	BD19	mother	PAK08312 PAM61454	30,6	29.175		X	HG03805	/groups/bi-marvl/samples/alignments/T2T/HG03805/alignments/HG03805.cram	/groups/bi-marvl/samples/alignments/T2T/HG03805/alignments/HG03805.cram.crai	9.42	9	42	91.3	94.8	28587	31564454235	HG03805	/groups/bi-marvl/samples/alignments/GRCh38/HG03805/alignments/HG03805.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03805/alignments/HG03805.cram.crai	9.5	9	12	90.6	94.6	28497	31695655060
HG03809	P03	7	G	BEB	BEB	Bengali in Bangladesh [BEB]	Male		proband	PAI07105 PAM56926	66,9	20.844		X	HG03809	/groups/bi-marvl/samples/alignments/T2T/HG03809/alignments/HG03809.cram	/groups/bi-marvl/samples/alignments/T2T/HG03809/alignments/HG03809.cram.crai	20.58	21	1	91.4	94.4	20528	68594112239	HG03809	/groups/bi-marvl/samples/alignments/GRCh38/HG03809/alignments/HG03809.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03809/alignments/HG03809.cram.crai	20.77	20	1	90.4	94	20435	68964438977
HG03812	P03	7	H	BEB	BEB	Bengali in Bangladesh [BEB]	Male		proband	PAK09098 PAK12853	62,8	22.642		X	HG03812	/groups/bi-marvl/samples/alignments/T2T/HG03812/alignments/HG03812.cram	/groups/bi-marvl/samples/alignments/T2T/HG03812/alignments/HG03812.cram.crai	19.56	20	1	92.4	95.9	22155	65713838208	HG03812	/groups/bi-marvl/samples/alignments/GRCh38/HG03812/alignments/HG03812.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03812/alignments/HG03812.cram.crai	19.76	20	1	91.4	95.6	22068	66155590885
HG03816	P03	8	A	BEB	BEB	Bengali in Bangladesh [BEB]	Female		proband	PAI99032 PAK12988	86,8	21.59		X	HG03816	/groups/bi-marvl/samples/alignments/T2T/HG03816/alignments/HG03816.cram	/groups/bi-marvl/samples/alignments/T2T/HG03816/alignments/HG03816.cram.crai	26.83	27	43	91.8	95	21221	89751346130	HG03816	/groups/bi-marvl/samples/alignments/GRCh38/HG03816/alignments/HG03816.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03816/alignments/HG03816.cram.crai	27.07	27	12	90.9	94.7	21164	90096002084
HG03821	P03	8	B	BEB	BEB	Bengali in Bangladesh [BEB]	Male	BD24	father	PAI07134 PAK12885	67,8	15.716		X	HG03821	/groups/bi-marvl/samples/alignments/T2T/HG03821/alignments/HG03821.cram	/groups/bi-marvl/samples/alignments/T2T/HG03821/alignments/HG03821.cram.crai	21.01	21	1	92.1	95.3	15567	68963496595	HG03821	/groups/bi-marvl/samples/alignments/GRCh38/HG03821/alignments/HG03821.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03821/alignments/HG03821.cram.crai	21.2	21	1	91.3	95	15503	69288487118
HG03824	P03	8	C	BEB	BEB	Bengali in Bangladesh [BEB]	Male	BD25	father	PAI06532 PAK13432	39,5	20.575		X	HG03824	/groups/bi-marvl/samples/alignments/T2T/HG03824/alignments/HG03824.cram	/groups/bi-marvl/samples/alignments/T2T/HG03824/alignments/HG03824.cram.crai	12.25	12	1	92.1	95.5	20205	40875710343	HG03824	/groups/bi-marvl/samples/alignments/GRCh38/HG03824/alignments/HG03824.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03824/alignments/HG03824.cram.crai	12.36	12	1	91.2	95.3	20132	41097941833
HG03830	P03	8	D	BEB	BEB	Bengali in Bangladesh [BEB]	Male	BD27	father	PAI98730	42,4	20.672		X	HG03830	/groups/bi-marvl/samples/alignments/T2T/HG03830/alignments/HG03830.cram	/groups/bi-marvl/samples/alignments/T2T/HG03830/alignments/HG03830.cram.crai	13.11	13	1	91.5	95	20163	44487693517	HG03830	/groups/bi-marvl/samples/alignments/GRCh38/HG03830/alignments/HG03830.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03830/alignments/HG03830.cram.crai	13.22	13	1	90.8	94.8	20108	44652580254
HG03836	P10	2	C	STU	STU	Sri Lankan Tamil in the UK [STU]	Female		proband	PAI96691 PAM78770	45,8	13.694		X	HG03836	/groups/bi-marvl/samples/alignments/T2T/HG03836/alignments/HG03836.cram	/groups/bi-marvl/samples/alignments/T2T/HG03836/alignments/HG03836.cram.crai	14.1	14	42	94.2	96.9	13319	46980860434	HG03836	/groups/bi-marvl/samples/alignments/GRCh38/HG03836/alignments/HG03836.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03836/alignments/HG03836.cram.crai	14.23	14	12	93.6	96.7	13263	47213757215
HG03837	P01	12	B	STU	STU	Sri Lankan Tamil in the UK [STU]	Male		proband	PAI74395 PAI76443	119,2	12.879		X	HG03837	/groups/bi-marvl/samples/alignments/T2T/HG03837/alignments/HG03837.cram	/groups/bi-marvl/samples/alignments/T2T/HG03837/alignments/HG03837.cram.crai	37.08	38	1	93.5	96.1	12994	1.23E+11	HG03837	/groups/bi-marvl/samples/alignments/GRCh38/HG03837/alignments/HG03837.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03837/alignments/HG03837.cram.crai	37.42	37	1	92.8	95.9	12915	1.24E+11
HG03838	P10	2	D	STU	STU	Sri Lankan Tamil in the UK [STU]	Female		proband	PAI99189	36,5	17.951		X	HG03838	/groups/bi-marvl/samples/alignments/T2T/HG03838/alignments/HG03838.cram	/groups/bi-marvl/samples/alignments/T2T/HG03838/alignments/HG03838.cram.crai	11.27	11	42	93	96.2	17518	37797809397	HG03838	/groups/bi-marvl/samples/alignments/GRCh38/HG03838/alignments/HG03838.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03838/alignments/HG03838.cram.crai	11.36	11	11	92.4	96	17489	37917609413
HG03842	P10	2	E	STU	STU	Sri Lankan Tamil in the UK [STU]	Female		proband	PAI96620 PAM81743	38,7	14.634			HG03842	/groups/bi-marvl/samples/alignments/T2T/HG03842/alignments/HG03842.cram	/groups/bi-marvl/samples/alignments/T2T/HG03842/alignments/HG03842.cram.crai	11.98	12	45	94.7	97.3	14174	40263865084	HG03842	/groups/bi-marvl/samples/alignments/GRCh38/HG03842/alignments/HG03842.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03842/alignments/HG03842.cram.crai	12.1	12	13	94.2	97.2	14122	40420652161
HG03844	P10	2	F	STU	STU	Sri Lankan Tamil in the UK [STU]	Male		proband	PAI97067	29,8	19.568		X	HG03844	/groups/bi-marvl/samples/alignments/T2T/HG03844/alignments/HG03844.cram	/groups/bi-marvl/samples/alignments/T2T/HG03844/alignments/HG03844.cram.crai	9.19	9	1	92.7	95.9	19204	30391536020	HG03844	/groups/bi-marvl/samples/alignments/GRCh38/HG03844/alignments/HG03844.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03844/alignments/HG03844.cram.crai	9.27	9	1	91.8	95.7	19150	30512632530
HG03848	P10	2	G	STU	STU	Sri Lankan Tamil in the UK [STU]	Male		proband	PAI99329 PAK01456	37,5	16.024		X	HG03848	/groups/bi-marvl/samples/alignments/T2T/HG03848/alignments/HG03848.cram	/groups/bi-marvl/samples/alignments/T2T/HG03848/alignments/HG03848.cram.crai	11.58	11	1	92.3	95.5	15780	38202058680	HG03848	/groups/bi-marvl/samples/alignments/GRCh38/HG03848/alignments/HG03848.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03848/alignments/HG03848.cram.crai	11.68	11	1	91.5	95.3	15720	38363731586
HG03854	P10	2	H	STU	STU	Sri Lankan Tamil in the UK [STU]	Male		proband	PAK01874 PAM78701 PAM92151	84,0	9.184		X	HG03854	/groups/bi-marvl/samples/alignments/T2T/HG03854/alignments/HG03854.cram	/groups/bi-marvl/samples/alignments/T2T/HG03854/alignments/HG03854.cram.crai	26.16	26	1	94.8	97.2	8832	87758963266	HG03854	/groups/bi-marvl/samples/alignments/GRCh38/HG03854/alignments/HG03854.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03854/alignments/HG03854.cram.crai	26.39	26	1	94.2	97.1	8785	88058121098
HG03856	P10	3	A	STU	STU	Sri Lankan Tamil in the UK [STU]	Male		proband	PAK01738 PAM67990 PAM78709	60,6	12.158		X	HG03856	/groups/bi-marvl/samples/alignments/T2T/HG03856/alignments/HG03856.cram	/groups/bi-marvl/samples/alignments/T2T/HG03856/alignments/HG03856.cram.crai	18.92	19	1	94.4	97.2	11845	62589758108	HG03856	/groups/bi-marvl/samples/alignments/GRCh38/HG03856/alignments/HG03856.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03856/alignments/HG03856.cram.crai	19.12	19	1	93.7	97	11785	62964617713
HG03862	P07	2	E	ITU	ITU	Indian Telugu in the U.K. [ITU]	Female		proband	PAK09025	64,0	20.923		X	HG03862	/groups/bi-marvl/samples/alignments/T2T/HG03862/alignments/HG03862.cram	/groups/bi-marvl/samples/alignments/T2T/HG03862/alignments/HG03862.cram.crai	19.94	20	44	92.9	96	20768	66610595219	HG03862	/groups/bi-marvl/samples/alignments/GRCh38/HG03862/alignments/HG03862.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03862/alignments/HG03862.cram.crai	20.12	20	12	92.1	95.8	20721	66846016959
HG03863	P01	12	C	ITU	ITU	Indian Telugu in the U.K. [ITU]	Female		proband	PAI75171	53,9	11.037		X	HG03863	/groups/bi-marvl/samples/alignments/T2T/HG03863/alignments/HG03863.cram	/groups/bi-marvl/samples/alignments/T2T/HG03863/alignments/HG03863.cram.crai	16.88	17	45	94.5	96.8	10947	56086571167	HG03863	/groups/bi-marvl/samples/alignments/GRCh38/HG03863/alignments/HG03863.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03863/alignments/HG03863.cram.crai	17.02	17	13	93.9	96.7	10894	56271181579
HG03869	P07	2	F	ITU	ITU	Indian Telugu in the U.K. [ITU]	Male		proband	PAK09020	47,6	20.591		X	HG03869	/groups/bi-marvl/samples/alignments/T2T/HG03869/alignments/HG03869.cram	/groups/bi-marvl/samples/alignments/T2T/HG03869/alignments/HG03869.cram.crai	14.64	15	1	92	95.4	20361	48589894631	HG03869	/groups/bi-marvl/samples/alignments/GRCh38/HG03869/alignments/HG03869.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03869/alignments/HG03869.cram.crai	14.77	14	0	91.1	95.2	20273	48856623409
HG03870	P07	2	G	ITU	ITU	Indian Telugu in the U.K. [ITU]	Male		proband	PAI07472	35,5	22.258		X	HG03870	/groups/bi-marvl/samples/alignments/T2T/HG03870/alignments/HG03870.cram	/groups/bi-marvl/samples/alignments/T2T/HG03870/alignments/HG03870.cram.crai	10.86	11	1	91	94.5	21927	35945814250	HG03870	/groups/bi-marvl/samples/alignments/GRCh38/HG03870/alignments/HG03870.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03870/alignments/HG03870.cram.crai	11	11	0	90.2	94.2	21818	36226897588
HG03871	P07	2	H	ITU	ITU	Indian Telugu in the U.K. [ITU]	Male		proband	PAK08980	39,3	19.674		X	HG03871	/groups/bi-marvl/samples/alignments/T2T/HG03871/alignments/HG03871.cram	/groups/bi-marvl/samples/alignments/T2T/HG03871/alignments/HG03871.cram.crai	12.22	12	1	91.9	95.1	19352	40390930058	HG03871	/groups/bi-marvl/samples/alignments/GRCh38/HG03871/alignments/HG03871.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03871/alignments/HG03871.cram.crai	12.32	12	1	91.2	94.9	19310	40540193094
HG03872	P07	3	A	ITU	ITU	Indian Telugu in the U.K. [ITU]	Male		proband	PAM53642 PAM61470	49,7	12.207		X	HG03872	/groups/bi-marvl/samples/alignments/T2T/HG03872/alignments/HG03872.cram	/groups/bi-marvl/samples/alignments/T2T/HG03872/alignments/HG03872.cram.crai	15.49	16	1	93.7	96.3	11771	52164199948	HG03872	/groups/bi-marvl/samples/alignments/GRCh38/HG03872/alignments/HG03872.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03872/alignments/HG03872.cram.crai	15.63	15	1	93.2	96.2	11713	52306669966
HG03882	P07	3	B	ITU	ITU	Indian Telugu in the U.K. [ITU]	Female		proband	PAM61122	82,9	8.825		X	HG03882	/groups/bi-marvl/samples/alignments/T2T/HG03882/alignments/HG03882.cram	/groups/bi-marvl/samples/alignments/T2T/HG03882/alignments/HG03882.cram.crai	25.26	25	44	92.8	95.2	8600	84231722150	HG03882	/groups/bi-marvl/samples/alignments/GRCh38/HG03882/alignments/HG03882.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03882/alignments/HG03882.cram.crai	25.51	25	13	92.4	95.1	8546	84509195822
HG03886	P10	3	B	STU	STU	Sri Lankan Tamil in the UK [STU]	Female	ST16	mother	PAK01519 PAK02555	13,6	20.216		X	HG03886	/groups/bi-marvl/samples/alignments/T2T/HG03886/alignments/HG03886.cram	/groups/bi-marvl/samples/alignments/T2T/HG03886/alignments/HG03886.cram.crai	4.13	4	44	91.3	94.8	19855	13812714045	HG03886	/groups/bi-marvl/samples/alignments/GRCh38/HG03886/alignments/HG03886.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03886/alignments/HG03886.cram.crai	4.17	4	12	90.7	94.5	19810	13854406492
HG03888	P10	3	C	STU	STU	Sri Lankan Tamil in the UK [STU]	Female		proband	PAI99345 PAK01374	32,9	19.152		X	HG03888	/groups/bi-marvl/samples/alignments/T2T/HG03888/alignments/HG03888.cram	/groups/bi-marvl/samples/alignments/T2T/HG03888/alignments/HG03888.cram.crai	10.22	10	44	93	96.2	18778	33973022421	HG03888	/groups/bi-marvl/samples/alignments/GRCh38/HG03888/alignments/HG03888.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03888/alignments/HG03888.cram.crai	10.33	10	12	92.3	96	18735	34109145549
HG03890	P10	3	D	STU	STU	Sri Lankan Tamil in the UK [STU]	Male		proband	PAK01846	16,5	16.978		X	HG03890	/groups/bi-marvl/samples/alignments/T2T/HG03890/alignments/HG03890.cram	/groups/bi-marvl/samples/alignments/T2T/HG03890/alignments/HG03890.cram.crai	5.14	5	1	92.7	95.7	16786	16789184939	HG03890	/groups/bi-marvl/samples/alignments/GRCh38/HG03890/alignments/HG03890.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03890/alignments/HG03890.cram.crai	5.2	5	0	91.8	95.4	16717	16891220359
HG03894	P10	3	E	STU	STU	Sri Lankan Tamil in the UK [STU]	Female	ST111	mother	PAI99465	15,0	22.504		X	HG03894	/groups/bi-marvl/samples/alignments/T2T/HG03894/alignments/HG03894.cram	/groups/bi-marvl/samples/alignments/T2T/HG03894/alignments/HG03894.cram.crai	4.58	4	43	92.1	95.5	22301	15211602967	HG03894	/groups/bi-marvl/samples/alignments/GRCh38/HG03894/alignments/HG03894.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03894/alignments/HG03894.cram.crai	4.63	4	12	91.4	95.3	22267	15262497948
HG03895	P10	3	F	STU	STU	Sri Lankan Tamil in the UK [STU]			proband	PAI99267 PAK01718	28,1	23.614		X	HG03895	/groups/bi-marvl/samples/alignments/T2T/HG03895/alignments/HG03895.cram	/groups/bi-marvl/samples/alignments/T2T/HG03895/alignments/HG03895.cram.crai	8.72	9	41	91.8	95.3	23226	28893229941	HG03895	/groups/bi-marvl/samples/alignments/GRCh38/HG03895/alignments/HG03895.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03895/alignments/HG03895.cram.crai	8.8	9	12	91.1	95	23161	29029195564
HG03900	P10	3	G	STU	STU	Sri Lankan Tamil in the UK [STU]	Male		proband	PAI99450 PAM77665	58,8	13.572		X	HG03900	/groups/bi-marvl/samples/alignments/T2T/HG03900/alignments/HG03900.cram	/groups/bi-marvl/samples/alignments/T2T/HG03900/alignments/HG03900.cram.crai	18.27	18	1	94	96.9	13193	61092195347	HG03900	/groups/bi-marvl/samples/alignments/GRCh38/HG03900/alignments/HG03900.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03900/alignments/HG03900.cram.crai	18.43	18	1	93.4	96.8	13132	61326021835
HG03904	P03	8	F	BEB	BEB	Bengali in Bangladesh [BEB]	Female	BD30	mother	PAI06326 PAM56944	62,4	20.839		X	HG03904	/groups/bi-marvl/samples/alignments/T2T/HG03904/alignments/HG03904.cram	/groups/bi-marvl/samples/alignments/T2T/HG03904/alignments/HG03904.cram.crai	19.39	19	40	92.3	95.8	20474	65127129309	HG03904	/groups/bi-marvl/samples/alignments/GRCh38/HG03904/alignments/HG03904.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03904/alignments/HG03904.cram.crai	19.56	19	12	91.5	95.6	20431	65380953031
HG03916	P03	8	G	BEB	BEB	Bengali in Bangladesh [BEB]	Female		proband	PAI06547 PAM61149	73,5	21.027		X	HG03916	/groups/bi-marvl/samples/alignments/T2T/HG03916/alignments/HG03916.cram	/groups/bi-marvl/samples/alignments/T2T/HG03916/alignments/HG03916.cram.crai	22.68	23	42	92	95.3	20764	75708277992	HG03916	/groups/bi-marvl/samples/alignments/GRCh38/HG03916/alignments/HG03916.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03916/alignments/HG03916.cram.crai	22.86	23	11	91.3	95.1	20713	75976429323
HG03925	P03	8	H	BEB	BEB	Bengali in Bangladesh [BEB]	Female	BD37	mother	PAI09034	49,4	30.106		X	HG03925	/groups/bi-marvl/samples/alignments/T2T/HG03925/alignments/HG03925.cram	/groups/bi-marvl/samples/alignments/T2T/HG03925/alignments/HG03925.cram.crai	15.37	15	43	92	95.6	29674	51457645295	HG03925	/groups/bi-marvl/samples/alignments/GRCh38/HG03925/alignments/HG03925.cram	/groups/bi-marvl/samples/alignments/GRCh38/HG03925/alignments/HG03925.cram.crai	15.48	15	11	90.9	95.3	29565	51696195775
